title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
b'Close to Willesden Green underground station',"b'All bills included on price for a  bright,  spacious and confortable double  bedrooms in a   nice, bright and clean hause fully furnished well equiped...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13221796&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,2 doubles,700-840,,True,True,Willesden Green (NW10),False
b'Small room available in lovely Marylebone flat',"b'Hello,We have two rooms available to rent in our Marylebone flat.- The largest room, with an en-suite- The smallest room, but our last...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13887661&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,824,,False,False,Marylebone (W1),False
b'Large room available in lovely Marylebone flat',"b'Hello,We have two rooms available to rent in our Marylebone flat.- The largest room, with an en-suite- The smallest room, but our last...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13898404&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,185,,False,False,Marylebone (W1),False
b'\xc3\xb0\xc2\x9f\xc2\x94\xc2\xa5Last Double Room/Amazing Locaton\xc3\xb0\xc2\x9f\xc2\x94\xc2\xa5',"b""Don't miss out this last DOUBLE room guys!YOU CAN'T MISS OUT !!!PERFECT FOR STUDENTS/ WORKING PROFESSIONALSACCESSIBILITY\xc3\xa2\xc2\xad\xc2\x90 5 minutes...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13839742&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,990,,True,False,Fulham Broadway (SW6),False
"b'Double Ensuite Room, White City, W12'","b'Large double  room to let in brand new immaculate luxury first floor flat to let, ENSUITE ROOM WITH BATHROOM AND WC ! Fully furnished, wooden floors...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13863058&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D360&,Double room,900,,True,False,White City (W12),False
b'Spacious superking room near Camden/MC with patio!',b'A lovely super-king room steps away from Mornington Crescent station / 8 minute walk from Camden Town station will be available from 22nd November...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13931425&search_id=885030262&offset=370&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,,230,False,False,Mornington Crescent (NW1),False
b'**Newly Renovated Double Room**',"b'AVAILABLE NOW!This 3 bedroom newly refurbished flat is situated in a beautiful period building, seconds away from Bishops Park, offering excellent...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12098167&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,900,,True,True,Fulham Palace Road (SW6),False
b'Zone 2 DBL & Studio Same House 24 Hour Buses',"b'** MOVE NOW * ALL BILLS INCLUDED** avaible for NOW - Move ASAP BUSES : 138, 189, 13, 46, 113 and 187 operating 24/7. Abbey Road - 1 Min...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10477918&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,2 doubles,,200-350,True,True,London NW8 (NW8),False
b'Large Double Room in Shared House',"b'Large Double room in a big peaceful house available from 03/11/19\n\nZone 2, & only 4 mins walk to Lewisham main Train, D/L/R & Bus stations. New...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=459784&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,900,,True,False,London SE13 (SE13),False
b'Double room in Parsons Green maisonette',b'This bright and spacious double room in our homely 3 bed flat-share has become available from 16th November.  All bills included. \n\n<10 minute walk to...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12646171&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,835,,True,False,London SW6 (SW6),False
b'Spacious Double Room Clapham Junction',b'Looking for a new housemate to take on a double room in our spacious three bedroomed flat. (Sorry no Couples). I have been in the flat for 4 years and...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13719658&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,900,,False,False,Clapham Junction (SW11),False
b'\xc3\xa2\xc2\x98\xc2\x83\xc3\xaf\xc2\xb8\xc2\x8f Beautiful West London \xc3\xa2\xc2\x98\xc2\x83\xc3\xaf\xc2\xb8\xc2\x8f',"b'\xc3\xb0\xc2\x9f\xc2\x9b\xc2\xab Are you coming to London or looking for a new place to call Home? Do you have a new job opportunity, studying or looking for a new life...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13681771&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,3 doubles,,220-275,True,True,Shepherds Bush (W12),False
b'\xc3\xa2\xc2\x9a\xc2\xa1\xc3\xaf\xc2\xb8\xc2\x8f Canary Wharf FRESH Double\xc3\xb0\xc2\x9f\xc2\x8d\xc2\x80',"b'This rooms is in a strategic location with easy access to many central attractions, shopping and restaurants.*ALL BILLS INCLUDED*UNLIMITED...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13933825&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,3 doubles,,165-205,True,True,Canary Wharf (E14),False
b'Lovely En-Suite Room Available With Private Garden',b'Lovely En-Suite Double Room Available in Zone 2 with excellent transportation. You can secure your deposit with-= DPS ( Government Deposit...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938382&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,,230,True,True,Aldgate East (E1),False
b'Aldgate/Shadwell extra double with privet balcony.',"b'This only 3bedroom flat ,so not too many people.This is a extra double room with privet balcony.Ready to move nowSingle use \xc3\x82\xc2\xa3190pw Couple...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13937026&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Double room,,190,True,True,Aldgate (E1),False
b'Lovely Single Room in a Nice Luxurious Flat',"b'This is a lovely room in a nice luxurious flat with river view.It includes a double bed, large wardrobe and own toilets.This room is Ideal for a...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12979216&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D370&,Single room,,210,True,True,Canada Water (SE16),False
b'\xc3\xa2\xc2\x9c\xc2\x85Incredible Double Room St Johns Wood  \xc3\xa2\xc2\x9c',"b""About in this area : St John's Wood developed from the early 19th century onwards. One of the first developers was James Burton. It was among the...""",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13937386&search_id=885030262&offset=380&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,,230,True,False,St John's Wood (NW8),False
b'Cosy  Single Room in a Nice Luxurious Flat',"b'This is a lovely room in a nice luxurious flat with river view.It includes a double bed, large wardrobe and own toilets.This room is Ideal for a...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=7121842&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,,210,True,True,Canada Water (SE16),False
"b'Looking for a Professional female, cute flat in W2'","b'I am looking for a young professional female to live in a two bedroom flat. The flat is located on the border of Marylebone, just a stones throw away...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9627631&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,999,,False,True,London W2 (W2),False
b'Bright and spacious apartment near by Earls Court',"b""Very spacious, cosy, clean and just refurbished 2 bedroom apartment in Collingham place available from early November. A quiet street close by Earls'...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13765237&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,150,,False,True,Earl's Court (SW5),False
b'Luxury Rooms In Acton & Ensuites - Bills Inc',"b'A luxurious semi detached professional house on Foster Road, ideal for commuters and social house mates. This property benefits from a large...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13115257&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,800,,True,True,Acton (W3),False
"b'Large, bright double ensuite bedroom Maida Vale W9'",b'A spacious 3 bedroom flat which is well arranged on the first floor of an imposing mansion block in the heart of Maida Vale less than 5 minutes walk...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13756426&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,3 doubles,100-200,,False,True,Maida Vale (W9),False
b'Lovely Twin Room Available Now Near Aldgate East',b'Lovely Double Room Available in Zone 2 with excellent transportation. You can secure your deposit with-= DPS ( Government Deposit Protection...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938253&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,,190,True,True,Commercial Road (E1),False
b'@@@Aldgate/Shadwell@@@ 3 Lovely Rooms to Let',b'This property is just a 10-minute walk from the city centre and within easy walking distance to ahuge range of shops and restaurants. There is also...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944322&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,2 doubles,,159-199,True,False,Aldgate East (E1),False
b'Bargain Room To Let In Mansion Style House',"b'Bargain Double Room To LetIn Mansion Style House, Extensive Cupboard Space. Shared Lounge With Access To Large Garden, Shared Kitchen With All Mod...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3091292&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,800,,True,True,Brondesbury Park (NW6),False
b'2 doubles in Amazing Location',"b""Hi,My amazing flatmates are moving out with their BFs so I have 2 gorgeous doubles free from 22nd Oct.It's a 3 bed flat in an unbeatable...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13698310&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,2 doubles,780,,False,False,Hammersmith (W6),False
"b'#Huge Double Room for Couple, Private Balcony'",b'Room DescriptionVery spacious double room with private balcony and sofa in a great house located in a safe residential area about 7 minute walk...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13913224&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D380&,Double room,,240,True,True,Canary Wharf (E14),False
b'Lovely Double Room with P Garden-Couple Friendly',b'It is available 5th Novamber 19Couple Friendly Flatshare.Double room is \xc3\x82\xc2\xa3200 per week (All inclusive )3 weeks security money and every...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=5065147&search_id=885030262&offset=390&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,,200,True,False,Roehampton (SW15),False
"b'Friendly, clean & sociable house on South Bank'",b'Available 1 DECEMBERThis is a really friendly house very close to the London Eye and River Thames and only a short walk to Covent Garden and the...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6168763&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,780,,False,False,South Bank (SE1),False
"b'Friendly, clean apartment in heart of West End'",b'This is a really friendly flat in the heart of London. You will be sharing with two ladies and two men all who are working professionals.There is...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3919257&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,990,,True,False,Fitzrovia (W1),False
b'Newly Refurbished Flat Looking for Roommate',"b'one double bedroom in a brand new apartment The monthly rent takes care of everything in one monthly bill. Water, gas and electricity, council...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13478191&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,,250,True,False,Bermondsey (SE16),False
b'Spacious double bedroom in comfy garden apartment',"b'Large, furnished, double room in spacious and bright 2-bedroom/1-bathroom, ground floor, east and south facing, corner apartment, with several private...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13935367&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,200,,True,False,Surrey Quays (SE16),False
b'Double Bed Room To Let In Battersea',b'Good size double room to let in a Victoria House.Five minutes walk to Queens Town Road and Wandsworth RoadBills Included.Available on...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=7343410&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,780,,True,True,Battersea (SW11),False
"b'Fantastic property, Beautiful room/Kensington'","b'Hi everyone !Bright double room very well located in a friendly neighbourhood - Lots of bars, restaurants, caf\xc3\x83\xc2\xa9s around5 minutes away from...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13945270&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,,250,True,True,South Kensington (SW7),False
b'Massive Double Separate Entrance Sublet/Short Let',"b'Huge bedroom in a friendly, social cozy Hackney flat is for sublet/short let ONLY (not long-term!). Stunning big room that opens directly onto garden,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11444707&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,800,,True,True,Broadway Market (E8),False
b'Large New 3-Bed Apartment Cutty Sark/Greenwich',b'AVAILABLE FROM DECEMBER 20192 ROOMS AVAILABLE WITH BATHROOMS - \xc3\x82\xc2\xa31000 PER ROOM ALL BILLS INCLUDED!. 1 EXISTING HOUSEMATE IN 3RD ROOM LIVING...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6882361&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,2 doubles,000,,True,False,Greenwich (SE10),False
b'Double Room/private balcony/ Shadwell/inc bills',b'HiThere is a new opportunity to rent this ideally located room with double bed/ ideal for 1 person or a couple near Shadwell /Aldgate East...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13931323&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,,190,True,True,Aldgate East (E1),False
b'Beautiful room in Shoreditch/Modern property',"b'Hi everyone !Bright double room very well located in a friendly neighbourhood - Lots of bars, restaurants, caf\xc3\x83\xc2\xa9s around5 minutes away from...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944964&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D390&,Double room,,215,True,False,Old Street (N1),False
b'Beautiful double Dalston rooms',"b'Lovely three bedroom flat in the heart of Dalston, with a balcony that gives awesome views across the city. The monthly rent takes care of...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12320122&search_id=885030262&offset=400&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,213,,True,True,Dalston Junction (E8),False
b'Massive double rooms right on Canada Water Tube',"b""HUGE 4 double bedrooms available in an apartment that's modern, spacious and has good built in storage and best of all it's only 2 mins to the...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13917784&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,2 doubles,900,,True,True,Canada Water (SE16),False
b'Double Room with Private Bathroom',b'Lovely modern room in a luxury flat in an outstanding building in Canary Wharf.The flat includes one ensuite room (already occupied) and another...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13928425&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,110,,False,True,London E14 (E14),False
b'Fantastic double room available in Old Street!',"b'10 Minutes walk to Haggerston station, Direct access to Whitechapel and Shoreditch High Street.Unbeatable area with plenty of pubs /restaurants...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9828274&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,,185,True,True,Old Street (N1),False
b'Amazing Apartment Huge Balcony (Long Let)',"b'Long let all inclusive Ensuit King Sized Bedroom x2 , x2 double bedroom  amazing value, no deposit, flexible rolling contract starting immediately ...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9749878&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,4 doubles,950-300,,True,True,Marylebone (W1),False
b'Two Gorgeous Doubles in Canary Wharf!',b'Guess what! BILLS INCLUDED!This Amazing property is Located in Canary Wharf ! Two double room in the heart of quite Poplar. Amazing amenities...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13909630&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,2 doubles,810,,True,False,Canary Wharf (E14),False
b'(5As)-No Deposit-Kentish Town-Nice Room',"b'NICE ROOM AVAILABLE in KENTISH TOWNNeed some time to move in?Perfect!!! The room will be available for you soon.Quiet and organized home,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11995111&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,780,,True,False,Kentish Town (NW5),False
b'Very large dbl room 3 mins walk from Swiss Cottage',b'This lovely flat located in a quiet nice area with a big garden. It has great transport links. 3 minutes walk to Swiss Cottage tube station ( Jubilee...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12464521&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,850,,False,False,London NW6 (NW6),False
b'Ensuite-double room Stratford in 2-bed flat',b'Newly decorated two bedroom flat/ two bathroom central house with river and olympic park views walking distance to Pudding Mill Lane DLR and Stratford...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4784661&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,950,,False,False,Stratford (E15),False
"b'Large loft room, ensuite, handy for Goldsmiths'","b""This spacious room overlooks the lovely Hilly Fields park. Fully furnished with desk, double bed, chest of drawers, wardrobe and sofa, it has it's own...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13891432&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,Double room,900,,True,False,Brockley (SE4),False
b'2 Doubles in Vibrant Clapton Move Asap',"b'Two beautiful huge double rooms available now! Rooms come fully furnished with bed, wardrobe, desk and chair. Located in a house share, where...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13539457&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D400&,2 doubles,,180-190,True,True,Clapton (E5),False
b'Luxury double rooms in the heart of Stratford',"b'Apartments in a brand new building, with a great balcony overlooking Stratford. 10 minutes walk to the Olympic Park, Westfield and Stratford Station...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12823279&search_id=885030262&offset=410&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,3 doubles,075-350,,True,True,Stratford (E15),False
b'Double in Vibrant Isle of Dogs',"b'We are proud to present this double room in Isle of Dogs. The room includes a double bed, a doublewardrobe and a desk. The room is large and...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13540063&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,180,True,True,Island Gardens (E14),False
b'Amazing En Suite. Move Asap!! Couples Welcome',"b'A double room has become available for rent in popular, upcoming Stoke Newington.The room is stylishly decorated and includes double wardrobes,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13827373&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,240,True,True,Stoke Newington (N16),False
b'Single and Double Room in Kings Cross!!!',"b'Two bright and cozy SINGLE and DOUBLE rooms in nice flat share in one of the best areas of London, Kings Cross! Spacious rooms perfect for young...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13533196&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,190,True,False,King's Cross (N1),False
b'Huge Double Room for Couple!!!',"b'We are proud to present this stylishly decorated double room- located in Willesden. The room comes equipped with a spacious double wardrobe, plenty of...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13847761&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,195,True,True,Willesden Green (NW10),False
b'Big Double Room in Bright House with Balcony!',b'A large bright double room available now in this fantastic house 10 minutes walk to Whitechapel Station !!! 2min walk to Stepney Green Underground...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10448023&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,190,True,True,Whitechapel (E1),False
"b'Double in Vibrant Old Street, Move Asap!!!'",b'Bright and cozy DOUBLE room available NOW in nice flat share in one of the best areas of London! The room is very spacious and it is perfect for...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13533040&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,190,True,False,Islington (N1),False
b'Vibrant Double for Couple Move Asap',"b'A large, double room available for rent in Willesden Green. It is located at a walking distance from Willesden Green Station, Jubilee Line, Zone 2....'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13827505&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,210,True,True,Cricklewood (NW2),False
b'Bright and cozy DOUBLE Room in Willesden Green',"b'Hello everyone,I have bright and cozy DOUBLE room available NOW in nice flat share in one of the best areas of London, Willesden Green. The room...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8912275&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,190,True,True,Willesden Green (NW2),False
"b'Double in Vibrant Hoxton, No Fees!!!'","b'205 PW DOUBLE ROOM, WALKING DISTANCE TO THE STATION!!!Beautiful double room with lots of storage and fully furnished. You will be sharing with...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13532653&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,205,True,True,Hoxton (E2),False
b'Double in Vibrant Bow Move Asap',"b'We are proud to present this stylish and spacious double, newly available in Bow. The room includes a double bed, dark wood storage, a double...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13540414&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D410&,Double room,,200,True,True,Bow (E3),False
b'Central 3 bedroom apartment with garden access',b'Fantastic brand new 3 bed apartment.7 min away from Victoria Train station.Supermarkets are close.Accommodation includes:- Parquet and...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13713112&search_id=885030262&offset=420&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,,275,False,True,London SW1V (SW1),False
b'2 Doubles in Vibrant Camden Town Move Asap',"b'180 PW DOUBLE ROOMS, JUST REFURBISHED, WALKING DISTANCE TO THE STATION!!!Two beautiful rooms have just become available in the Center of Camden...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13320799&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,,170-180,False,True,Camden Town (NW1),False
b'!!!Amazing Double room in Clapham South!!!!',"b""We're delighted to present this great property in Clapham South. The room itself is stylish, spacious and modern and includes plenty of storage...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13540909&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,Double room,,190,True,True,Clapham (SW11),False
b'Wow! Amazing Double/Twin Room Available Now... !!!',"b'Hi People,I have this amazing double room available near Westfield Shopping center, minutes walking from the Stratford station and UEL Stratford...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12472087&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,Double room,,200,True,False,Stratford (E15),False
b'Large double room in stunning Victorian house',b'We have a stunning bedroom close to Clapham South station and right by the Common.This house share is perfect for anyone looking for professional...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4328277&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,Double room,150,,True,False,Clapham (SW11),False
